searchstring	count	is_fixed	fixed_searchstring	productcount	predicted_productcount
ORANGERIE NEROLI	2	False	ORANGERIE NEROLI	1	1
Таблетки	115	False	Таблетки	0	0
40610	44	False	40610	0	0
88600	25	False	88600	1	1
St611	20	False	St611	1	1
117M3101	28	False	117M3101	3	3
для бритья	97	False	для бритья	9	9
34116	45	False	34116	0	0
5963	5	False	5963	0	0
посуды	110	False	посуды	5	5
193960	12	False	193960	1	1
8597	105	False	8597	0	0
Мета ап	2	False	Мета ап	4	4
Уги	7	True	угги	11	2
0331	302	False	0331	1	1
tu200	11	False	tu200	0	0
42601	1	False	42601	0	0
450853	12	False	450853	1	1
0225	18	False	0225	0	0
денас	41	True	день	0	4
1213	168	False	1213	0	0
901078	1	False	901078	0	0
tökül	1	False	tökül	0	0
193966	19	False	193966	1	1
314895	11	False	314895	0	0
2353	566	False	2353	0	0
отбелив	11	False	отбелив	4	4
83802	5	False	83802	1	1
9535	105	False	9535	1	1
масажер для лица	3	False	масажер для лица	0	0
191899	19	False	191899	0	0
18033	130	False	18033	0	0
Суп	66	False	Суп	11	11
Водный спрей	47	False	Водный спрей	11	11
морозная	4	False	морозная	3	3
уход за жирными вол	1	False	уход за жирными вол	0	0
5577	4	False	5577	0	0
146W3505	1	False	146W3505	0	0
157w3501	21	False	157w3501	1	1
501043	12	False	501043	1	1
ивэт	29	False	ивэт	14	14
1 шаг	6	False	1 шаг	11	11
SsW025	2	False	SsW025	1	1
838664	3	False	838664	0	0
233805	7	False	233805	0	0
40174	136	False	40174	1	1
8386	144	False	8386	0	0
бомбочка	5	False	бомбочка	0	0
8257	102	False	8257	1	1
Тарелка	52	False	Тарелка	5	5
brise dfmour	1	False	brise dfmour	0	0
8431	257	False	8431	0	0
Шампунь скраб	3	False	Шампунь скраб	0	0
набор станков	17	False	набор станков	0	0
157G2201	23	False	157G2201	1	1
81455	2	False	81455	0	0
192567	13	False	192567	1	1
6142	36	False	6142	1	1
039w3511	3	False	039w3511	0	0
Шорты для Девочек	1	False	Шорты для Девочек	0	0
автозаказ	70	False	автозаказ	0	0
вв крем	31	False	вв крем	14	14
кроссовки	410	False	кроссовки	19	19
SAW013	18	False	SAW013	1	1
Поларрчный	3	False	Поларрчный	0	0
44049	162	False	44049	1	1
117м2501	23	False	117м2501	0	0
195600	8	False	195600	1	1
раздражения	2	False	раздражения	0	0
8771	50	False	8771	0	0
Promenade	61	False	Promenade	4	4
88174	6	False	88174	1	1
7260	171	False	7260	0	0
6944	3	False	6944	0	0
3443	102	False	3443	1	1
постель	7	False	постель	0	0
84286	29	False	84286	0	0
32k3081118	1	False	32k3081118	0	0
гель душ	2	False	гель душ	17	17
ОМЕГА	5	True	omega	1	0
2164	12	False	2164	0	0
8248	352	False	8248	1	1
cel	3	False	cel	11	11
542016	16	False	542016	0	0
АЛЕГРА	4	True	аллегро	0	0
44154	50	False	44154	0	0
1115111402	1	False	1115111402	0	0
0212	11	False	0212	0	0
2331	8	False	2331	0	0
шарики	80	False	шарики	1	1
Щетка силиконовая	2	False	Щетка силиконовая	0	0
Сумочка для павфюма	1	False	Сумочка для павфюма	0	0
гель для стирки	36	False	гель для стирки	3	3
455916	3	False	455916	0	0
116603	33	False	116603	0	0
117w2301	43	False	117w2301	6	6
194662	8	False	194662	0	0
294303	6	False	294303	1	1
5246	56	False	5246	1	1
34136	34	False	34136	1	1
18028	50	False	18028	0	0
44111	151	False	44111	0	0
ванильное лакомство	26	False	ванильное лакомство	4	4
Моя	2	False	Моя	11	11
т/вода	3	False	т/вода	0	0
Нить	12	False	Нить	1	1
146w2605	321	False	146w2605	0	0
458021	10	False	458021	1	1
136w3201	133	False	136w3201	0	0
Подбор аромата	1	False	Подбор аромата	0	0
047w1102	10	False	047w1102	0	0
Платья	159	False	Платья	0	0
2357	309	False	2357	1	1
11134	114	False	11134	0	0
191893	34	False	191893	1	1
Minecraft.	5	False	Minecraft.	0	0
193431	21	False	193431	1	1
0529	563	False	0529	0	0
Битва	3	False	Битва	0	0
basik	8	True	basic	0	0
Для подмывания	5	False	Для подмывания	0	0
купальник	144	False	купальник	17	17
192981	6	False	192981	1	1
O831	2	False	O831	0	0
сурайкина	1	False	сурайкина	0	0
192885	6	False	192885	1	1
перчатка+ для душа	2	False	перчатка+ для душа	0	0
Серии	13	False	Серии	20	20
153002	3	False	153002	1	1
Контакты	8	False	Контакты	0	0
8834	36	False	8834	0	0
5509	212	False	5509	0	0
146w	42	False	146w	19	19
195522	14	False	195522	1	1
136w4103	136	False	136w4103	1	1
520437	3	False	520437	1	1
2104	179	False	2104	0	0
sw106	1	False	sw106	1	1
11707	213	False	11707	0	0
193041	20	False	193041	0	0
501210	8	False	501210	1	1
44070	22	False	44070	0	0
увлажнение в цвете	44	False	увлажнение в цвете	1	1
2349	137	False	2349	1	1
820217	4	False	820217	0	0
114	12	False	114	11	11
128w2520	16	False	128w2520	1	1
8125	259	False	8125	1	1
0716	99	False	0716	0	0
193880	6	False	193880	1	1
rogue	1	False	rogue	0	0
43038	167	False	43038	1	1
особая поддержка	28	False	особая поддержка	19	19
SD 114	2	False	SD 114	11	11
DSG009	10	False	DSG009	1	1
11782501	2	False	11782501	0	0
193819	8	False	193819	0	0
500820	13	False	500820	0	0
3504	175	False	3504	1	1
1184	5	False	1184	0	0
Уомо феличи	1	True	uomo феличи	0	0
199170	1	False	199170	1	1
3208	181	False	3208	1	1
пилка	99	False	пилка	1	1
5476	58	False	5476	0	0
89898	2	False	89898	1	1
аура	8	False	аура	0	0
мытья	12	False	мытья	13	13
Тайм	12	False	Тайм	1	1
Орли	10	False	Орли	9	9
11719	315	False	11719	0	0
191754	5	False	191754	0	0
куртка	170	False	куртка	19	19
баллы	43	False	баллы	0	0
3511	280	False	3511	1	1
194960	10	False	194960	1	1
тени запеченые	10	True	тени запеченные	0	0
HW065	118	False	HW065	0	0
43027	13	False	43027	0	0
Джинсы	154	False	Джинсы	19	19
Личниц кабинет	1	False	Личниц кабинет	0	0
рапрадажа	1	True	распродажа	0	1
40109	51	False	40109	1	1
158W3201	22	False	158W3201	1	1
3163	522	False	3163	1	1
rjylbwbjyth	6	True	кондиционер	0	17
солнцезащитное	4	False	солнцезащитное	0	0
712150414	2	False	712150414	0	0
пальто	215	False	пальто	19	19
8277	119	False	8277	1	1
7383	23	False	7383	0	0
4619	60	False	4619	1	1
oceanica	35	False	oceanica	0	0
мыло фигурное	4	False	мыло фигурное	0	0
0867	75	False	0867	0	0
191973	18	False	191973	0	0
5432	104	False	5432	0	0
подводка	410	False	подводка	3	3
П/п	1	False	П/п	11	11
539018	2	False	539018	1	1
9919	140	False	9919	1	1
88574	32	False	88574	1	1
11078	13	False	11078	0	0
002	5	False	002	11	11
8848	80	False	8848	0	0
8769	6	False	8769	1	1
Оплатить заказ	14	False	Оплатить заказ	0	0
127G4101	39	False	127G4101	2	2
748626	18	False	748626	0	0
Katalog 2 2019	2	False	Katalog 2 2019	0	0
11629	4	False	11629	0	0
884038	12	False	884038	1	1
экспресс корректор	13	False	экспресс корректор	0	0
перцовый	2	False	перцовый	0	0
бровей	49	False	бровей	5	5
341023	1	False	341023	1	1
194430	7	False	194430	1	1
5451	45	False	5451	1	1
Стоп морщины	2	False	Стоп морщины	0	0
0881	314	False	0881	1	1
40037	56	False	40037	1	1
40297	123	False	40297	1	1
5523	307	False	5523	1	1
44048	187	False	44048	1	1
СКРАБ	14	False	СКРАБ	12	12
матрирующие салфет	1	True	матирующие салфетки	0	1
Eyeshadow	1	False	Eyeshadow	5	5
Шаг	35	False	Шаг	11	11
8757	37	False	8757	0	0
для удаления лака	5	False	для удаления лака	0	0
Костюм	29	False	Костюм	0	0
Освежитель возлуха	1	True	освежитель воздуха	0	8
валидова рима рафка	2	False	валидова рима рафка	0	0
600152	7	False	600152	0	0
U-violef	3	False	U-violef	0	0
крем для рук и	3	False	крем для рук и	14	14
Подарки	26	False	Подарки	0	0
Маски	88	False	Маски	1	1
тоник	356	False	тоник	8	8
521138	11	False	521138	1	1
мезороллер	102	False	мезороллер	0	0
Тетра	2	False	Тетра	0	0
bp262	8	False	bp262	1	1
9058	16	False	9058	0	0
серия platinum	1	False	серия platinum	0	0
1673	173	False	1673	1	1
194426	12	False	194426	0	0
4586	343	False	4586	1	1
8497	82	False	8497	0	0
195760	6	False	195760	1	1
для душа	43	False	для душа	18	18
Бюстгальер	3	True	бюстгальтер	0	17
для обуви	64	False	для обуви	9	9
8549	189	False	8549	0	0
126W2902	35	False	126W2902	1	1
Серия ORANGERIE	2	False	Серия ORANGERIE	0	0
195556	23	False	195556	0	0
пакеты	111	False	пакеты	0	0
2393	200	False	2393	0	0
3482	75	False	3482	0	0
600375	39	False	600375	0	0
884691	20	False	884691	0	0
8620	154	False	8620	0	0
039w2611	13	False	039w2611	1	1
Халат	220	False	Халат	6	6
774986	6	False	774986	0	0
2263	291	False	2263	0	0
Festa	59	False	Festa	4	4
Активировать	3	False	Активировать	0	0
Флешкарта	3	False	Флешкарта	0	0
Ивэт	64	False	Ивэт	14	14
PH151	41	False	PH151	0	0
брюки мужские	23	False	брюки мужские	1	1
Мыло мыжское	1	False	Мыло мыжское	0	0
таблица	12	False	таблица	0	0
890393	5	False	890393	1	1
5533	3	False	5533	0	0
192193	1	False	192193	1	1
8214	288	False	8214	0	0
2059	2	False	2059	0	0
8139	88	False	8139	0	0
88175	13	False	88175	0	0
0634	64	False	0634	0	0
водный спрей-освежи	9	False	водный спрей-освежи	9	9
1086	7	False	1086	0	0
TN003	31	False	TN003	1	1
235912	3	False	235912	1	1
3189	71	False	3189	0	0
pkm	3	False	pkm	11	11
зубной пасты	1	False	зубной пасты	0	0
15470	389	False	15470	1	1
0711	274	False	0711	1	1
15552	3	False	15552	0	0
192063	33	False	192063	1	1
86873	4	False	86873	1	1
Трикотажное	2	False	Трикотажное	20	20
Ополаскиватель	59	False	Ополаскиватель	5	5
8268	69	False	8268	1	1
Губка	109	False	Губка	5	5
136W3201	163	False	136W3201	0	0
ХАЙЛАТОР	1	False	ХАЙЛАТОР	0	0
1058	309	False	1058	0	0
8316	56	False	8316	1	1
дренажная щетка	1	False	дренажная щетка	0	0
Бритвенный станок	5	False	Бритвенный станок	0	0
фотобанк	69	False	фотобанк	0	0
88207	13	False	88207	0	0
193640	6	False	193640	1	1
гель для душу	8	True	гель для душа	20	19
С НАБИВНЫМ	1	False	С НАБИВНЫМ	20	20
192075	28	False	192075	1	1
5232	149	False	5232	0	0
44096	6	False	44096	0	0
343011	2	False	343011	1	1
2294	23	False	2294	0	0
11396	63	False	11396	0	0
Кошелек	81	False	Кошелек	0	0
14017	1	False	14017	0	0
34132	106	False	34132	0	0
195093	3	False	195093	0	0
2502	11	False	2502	20	20
Ingognito	2	False	Ingognito	0	0
40191	1	False	40191	0	0
удлинитель	1	False	удлинитель	0	0
коняку	2	False	коняку	0	0
Кардио	4	False	Кардио	1	1
8774	72	False	8774	1	1
88952	1	False	88952	1	1
125w4103	1	False	125w4103	0	0
Эссеншиал	54	False	Эссеншиал	9	9
Заряд энергии	6	False	Заряд энергии	1	1
мешок для стирки де	2	False	мешок для стирки де	0	0
шляпа Круиз	1	False	шляпа Круиз	0	0
Feel fresh	11	False	Feel fresh	0	0
890467	17	False	890467	1	1
194692	6	False	194692	1	1
2370	108	False	2370	1	1
expert pharma	50	False	expert pharma	19	19
востановливающий	1	True	восстанавливающий	0	7
11492	51	False	11492	0	0
Терамо бельё	1	False	Терамо бельё	0	0
600049	8	False	600049	0	0
дезадорант	9	True	дезодорант	0	19
маска детокс	16	True	маска detox	0	0
Ампула	9	False	Ампула	2	2
195598	16	False	195598	1	1
boom couture	26	False	boom couture	0	0
600024	22	False	600024	1	1
6240	149	False	6240	0	0
st 414	3	False	st 414	11	11
4507	1	False	4507	0	0
127W4103	127	False	127W4103	1	1
15397	105	False	15397	1	1
126W4104	93	False	126W4104	1	1
34141	177	False	34141	0	0
кондиционер для вол	13	False	кондиционер для вол	17	17
Кольцо	148	False	Кольцо	19	19
298591	3	False	298591	1	1
зима	134	False	зима	6	6
2395	72	False	2395	0	0
194752	40	False	194752	0	0
Крем для депиляции	43	False	Крем для депиляции	0	0
193416	65	False	193416	1	1
6294	89	False	6294	0	0
asterion	17	False	asterion	4	4
40324	10	False	40324	0	0
вербена	75	False	вербена	0	0
84200	7	False	84200	1	1
194002	3	False	194002	1	1
60022	2	False	60022	0	0
81950	10	False	81950	0	0
каталок	3	False	каталок	0	0
44038	91	False	44038	1	1
8904	2	False	8904	0	0
4561	289	False	4561	1	1
Кератин	15	False	Кератин	1	1
0554	303	False	0554	1	1
81518	7	False	81518	1	1
193512	9	False	193512	1	1
SI800	50	False	SI800	0	0
195804	20	False	195804	1	1
Патчи для глаз	31	False	Патчи для глаз	0	0
СИЬ	1	True	сил	11	11
3205	305	False	3205	1	1
84051	30	False	84051	1	1
11082	62	False	11082	0	0
майки	18	False	майки	7	7
Посуда	160	False	Посуда	0	0
Майка	251	False	Майка	19	19
78423	248	False	78423	0	0
6132	78	False	6132	0	0
Крем для век	57	False	Крем для век	14	14
Детям	15	False	Детям	0	0
палантин	77	False	палантин	1	1
521418	1	False	521418	1	1
1639	246	False	1639	0	0
600094	14	False	600094	0	0
0802	539	False	0802	1	1
88854	16	False	88854	1	1
Аксия	6	False	Аксия	0	0
Тушь для бровей	11	False	Тушь для бровей	0	0
11569	160	False	11569	0	0
6159	12	False	6159	0	0
Умывания	22	False	Умывания	6	6
Лайм	6	False	Лайм	5	5
521952	3	False	521952	0	0
3410	104	False	3410	0	0
40101	42	False	40101	1	1
430035	5	False	430035	0	0
Набор хитов	2	False	Набор хитов	0	0
2348	186	False	2348	1	1
4405	18	False	4405	1	1
78416	51	False	78416	0	0
884550	20	False	884550	0	0
51402	2	False	51402	0	0
3232	274	False	3232	0	0
40006	107	False	40006	1	1
геполайт	2	False	геполайт	0	0
4.29	1	False	4.29	0	0
500074	20	False	500074	1	1
126w4104	88	False	126w4104	1	1
167W4102	60	False	167W4102	0	0
0873	94	False	0873	0	0
французский десерт	41	False	французский десерт	5	5
sl202	36	False	sl202	1	1
цветной корректор	21	False	цветной корректор	4	4
0330	155	False	0330	0	0
Sl409	2	False	Sl409	0	0
228895799579	1	False	228895799579	0	0
Скатерть	61	False	Скатерть	2	2
11225	56	False	11225	0	0
набор бритв	40	False	набор бритв	0	0
86685	4	False	86685	0	0
8746	36	False	8746	0	0
84202	25	False	84202	0	0
5694	65	False	5694	0	0
40041	63	False	40041	1	1
Серия оранж	1	False	Серия оранж	0	0
195175	1	False	195175	1	1
500899	12	False	500899	1	1
6134	274	False	6134	0	0
чистота и блеск	12	False	чистота и блеск	1	1
1230	205	False	1230	1	1
483009	5	False	483009	1	1
видео	14	False	видео	0	0
2169	255	False	2169	0	0
виталите	2	False	виталите	0	0
3243	144	False	3243	0	0
favo	2	False	favo	2	2
Набор станков	8	False	Набор станков	0	0
500870	16	False	500870	1	1
157W2121	53	False	157W2121	1	1
Astrid	9	False	Astrid	2	2
бальзам	339	False	бальзам	16	16
2988	105	False	2988	1	1
Расческа	128	False	Расческа	3	3
8187	2	False	8187	0	0
HC026	31	False	HC026	1	1
база под макияж	24	False	база под макияж	1	1
8394	478	False	8394	0	0
Дезедоранты	1	False	Дезедоранты	0	0
Serena	18	False	Serena	2	2
Рубашка белая	1	False	Рубашка белая	0	0
антипр	2	False	антипр	0	0
18054	153	False	18054	0	0
520553	2	False	520553	1	1
Ролик	31	False	Ролик	2	2
1111	275	False	1111	1	1
7331	88	False	7331	0	0
6211	93	False	6211	1	1
820213	17	False	820213	1	1
11611	25	False	11611	1	1
890449	8	False	890449	0	0
11278	400	False	11278	1	1
Элитная команда	1	False	Элитная команда	0	0
44252	31	False	44252	0	0
водолазка женская	66	False	водолазка женская	19	19
овация	57	False	овация	1	1
таблетки для посудо	37	True	таблетки для посуды	1	0
beatuty box	4	False	beatuty box	0	0
890593	2	False	890593	1	1
айфон 7 плюс	1	True	айфон 7 plus	0	0
191841	73	False	191841	1	1
9947	14	False	9947	0	0
2605	15	False	2605	3	3
garderica	62	False	garderica	8	8
Тример	108	False	Тример	0	0
192042	20	False	192042	0	0
50скидка	3	False	50скидка	0	0
0864	112	False	0864	0	0
Футболка женская	12	False	Футболка женская	0	0
Для плит	19	False	Для плит	0	0
адресс доставки	1	False	адресс доставки	0	0
DKW 013	2	False	DKW 013	11	11
192607	3	False	192607	1	1
Снуд	45	False	Снуд	8	8
461	1	False	461	11	11
Акне	23	False	Акне	3	3
42009	103	False	42009	0	0
анти-акне	26	False	анти-акне	3	3
500828	4	False	500828	0	0
83500	1	False	83500	1	1
2400	297	False	2400	0	0
Омолаживающая	6	False	Омолаживающая	2	2
128w4104	6	False	128w4104	1	1
Стеганые брюки	4	False	Стеганые брюки	1	1
500336	11	False	500336	1	1
11442	35	False	11442	0	0
193505	18	False	193505	1	1
192074	14	False	192074	1	1
hc0021	9	False	hc0021	0	0
PS381	10	False	PS381	0	0
ресниц	16	False	ресниц	12	12
Тендерайзер	13	False	Тендерайзер	0	0
Каталоо	1	False	Каталоо	0	0
Мист	129	False	Мист	5	5
158W2905	51	False	158W2905	0	0
0201	5	False	0201	0	0
157W3201	54	False	157W3201	1	1
Карандаш+ для глаз	1	False	Карандаш+ для глаз	0	0
7406	100	False	7406	1	1
дозатор	88	False	дозатор	1	1
gard	4	False	gard	10	10
383925	21	False	383925	0	0
8615	82	False	8615	0	0
600397	133	False	600397	0	0
501246	7	False	501246	0	0
8784	117	False	8784	1	1
колгоотки	1	True	колготки	0	18
8676	307	False	8676	0	0
Арабские Духи	2	False	Арабские Духи	0	0
для бровей	282	False	для бровей	5	5
Кигуруми	2	False	Кигуруми	0	0
8594	111	False	8594	0	0
st 604	4	False	st 604	11	11
97101	14	False	97101	1	1
Дебри	1	False	Дебри	0	0
бадлон	5	False	бадлон	0	0
Стойкий поцелуй	39	False	Стойкий поцелуй	0	0
3508	455	False	3508	1	1
кистб	1	True	кисть	0	12
наборы	207	False	наборы	0	0
2377	64	False	2377	0	0
Скраб для тела	142	False	Скраб для тела	7	7
60182	1	False	60182	0	0
11357	11	False	11357	0	0
0252	22	False	0252	0	0
41033	132	False	41033	1	1
44122	106	False	44122	1	1
11625	17	False	11625	0	0
520422	4	False	520422	1	1
Renova	7	False	Renova	8	8
мои заказы	222	False	мои заказы	0	0
43090	148	False	43090	0	0
167W2601	16	False	167W2601	0	0
Крем с аргинином	2	False	Крем с аргинином	1	1
7328	110	False	7328	0	0
5573	175	False	5573	0	0
50004	27	False	50004	0	0
191620	6	False	191620	1	1
4	9	False	4	11	11
Куртки87132	1	False	Куртки87132	0	0
чулки	140	False	чулки	2	2
Соль	17	False	Соль	0	0
500814	47	False	500814	0	0
840009	44	False	840009	0	0
5570	67	False	5570	0	0
11340	183	False	11340	0	0
shc017	1	False	shc017	0	0
195101	18	False	195101	1	1
5326	160	False	5326	1	1
116611	6	False	116611	0	0
4114	10	False	4114	4	4
Венчик	11	False	Венчик	0	0
топ, цвет белый	2	False	топ, цвет белый	1	1
97118	6	False	97118	0	0
для тела	90	False	для тела	18	18
чайник	26	False	чайник	2	2
192769	27	False	192769	1	1
Брюки	304	False	Брюки	19	19
отложенные	1	False	отложенные	0	0
11173	124	False	11173	0	0
8261	223	False	8261	1	1
BW352	40	False	BW352	1	1
9640	136	False	9640	1	1
Спрей-антистатик	5	False	Спрей-антистатик	0	0
Для Депиляции	1	False	Для Депиляции	4	4
Пяновыводитель	1	True	пятновыводитель	0	3
Бюсгалтер	13	True	бюстгальтер	0	17
8565	96	False	8565	0	0
гель для век	9	False	гель для век	17	17
pa201	4	False	pa201	1	1
оть накипи	1	True	от накипи	0	0
3310	106	False	3310	6	6
для очищения лица	3	False	для очищения лица	0	0
9711	16	False	9711	0	0
купоны	63	False	купоны	0	0
8570	46	False	8570	0	0
кометички клатчи	1	True	косметички клатчи	0	0
901188	111	False	901188	0	0
192002	38	False	192002	1	1
820161	3	False	820161	1	1
193908	8	False	193908	0	0
7495	4	False	7495	0	0
4342	1	False	4342	0	0
melodia	6	False	melodia	0	0
коктель для похуден	4	True	коктейль для похудения	0	0
501218	5	False	501218	1	1
емкость для мытья п	6	False	емкость для мытья п	0	0
vitalite	6	False	vitalite	0	0
флешка	89	False	флешка	0	0
039W2310	12	False	039W2310	1	1
3404	139	False	3404	1	1
деликатно розовый	3	False	деликатно розовый	0	0
бюстгальтер пуш-ап	3	False	бюстгальтер пуш-ап	20	20
3227	121	False	3227	1	1
8463	114	False	8463	1	1
гала	2	False	гала	10	10
83868	8	False	83868	1	1
600137	93	False	600137	0	0
40276	9	False	40276	0	0
Постельное белье	6	False	Постельное белье	0	0
Живица	124	False	Живица	1	1
Depazol	4	False	Depazol	0	0
лиловый	12	False	лиловый	19	19
ВОДА	2	False	ВОДА	19	19
8672	31	False	8672	0	0
5434	119	False	5434	1	1
st611	57	False	st611	1	1
15467	107	False	15467	1	1
117w2901	101	False	117w2901	9	9
192304	3	False	192304	1	1
спон	1	True	по	5	11
224718	5	False	224718	1	1
BW201	10	False	BW201	0	0
филлер	77	False	филлер	3	3
Expert pnarma	2	False	Expert pnarma	0	0
бигуди	71	False	бигуди	1	1
SW087	25	False	SW087	1	1
крем для рук мама	1	False	крем для рук мама	0	0
Декоративная лента	7	False	Декоративная лента	2	2
0703	167	False	0703	1	1
7385	19	False	7385	0	0
Parfum	11	False	Parfum	2	2
11107	423	False	11107	1	1
127m3203	11	False	127m3203	1	1
s1800	6	False	s1800	0	0
Мв102	2	False	Мв102	0	0
капучинатор	16	False	капучинатор	0	0
80 е	3	False	80 е	11	11
199320	3	False	199320	1	1
005	3	False	005	11	11
PS262	17	False	PS262	1	1
дебора милано	1	False	дебора милано	0	0
039G3510	14	False	039G3510	0	0
супер	3	False	супер	2	2
детские колготки sd	2	False	детские колготки sd	17	17
600229	2	False	600229	0	0
146W4101	34	False	146W4101	1	1
подарки	22	False	подарки	0	0
Личный кабинет	185	False	Личный кабинет	0	0
краса	43	True	краска	0	7
Incognito	196	False	Incognito	14	14
3509	66	False	3509	1	1
88144	34	False	88144	0	0
Тонер	3	False	Тонер	0	0
3477	217	False	3477	1	1
3226	137	False	3226	1	1
Прозрачная пудра	1	False	Прозрачная пудра	0	0
8528	221	False	8528	0	0
193029	19	False	193029	0	0
600350	14	False	600350	0	0
158W4101	46	False	158W4101	1	1
86908	3	False	86908	1	1
Плащь	9	True	плащ	0	3
нож кухонный	22	False	нож кухонный	0	0
3110	5	False	3110	3	3
органическое	1	False	органическое	0	0
1668,	1	False	1668,	0	0
hC021	3	False	hC021	1	1
0704	91	False	0704	0	0
Sl219	7	False	Sl219	0	0
487037	2	False	487037	0	0
83704	21	False	83704	1	1
84205	28	False	84205	1	1
214747	2	False	214747	0	0
0550	156	False	0550	1	1
0913	4	False	0913	0	0
520077	3	False	520077	1	1
2154	199	False	2154	0	0
3140	270	False	3140	1	1
Зубная щётка	46	False	Зубная щётка	1	1
жемчужный корректор	4	False	жемчужный корректор	0	0
зубная	123	False	зубная	19	19
884577	24	False	884577	1	1
5351	5	False	5351	0	0
194142	17	False	194142	1	1
4758	7	False	4758	0	0
032/1	6	False	032/1	1	1
5237	12	False	5237	0	0
456623	11	False	456623	0	0
влажные салфетки	273	False	влажные салфетки	10	10
verbena	142	False	verbena	14	14
2242	124	False	2242	0	0
5453	80	False	5453	1	1
44115	67	False	44115	0	0
3977	1	False	3977	0	0
1861	80	False	1861	0	0
198261	13	False	198261	1	1
терракот	3	False	терракот	1	1
массаж	84	False	массаж	9	9
ortopeticheskie	2	False	ortopeticheskie	0	0
стринги	23	False	стринги	20	20
Акция 70процентов	1	False	Акция 70процентов	0	0
стиральный парошок	9	True	стиральный порошок	0	10
станки для бритья	36	False	станки для бритья	0	0
Набор Prolixir	11	False	Набор Prolixir	0	0
3480	97	False	3480	1	1
карандащ для бровей	1	True	карандаш для бровей	0	2
191985	26	False	191985	1	1
SPW004	25	False	SPW004	0	0
8298	203	False	8298	0	0
456705	10	False	456705	0	0
Тинт	50	False	Тинт	0	0
кисти для макияжа	44	False	кисти для макияжа	0	0
193858	2	False	193858	1	1
Новости	109	False	Новости	0	0
3095	52	False	3095	0	0
191068	4	False	191068	1	1
146w2603	31	False	146w2603	0	0
7191	4	False	7191	0	0
calorie block	2	False	calorie block	1	1
Beau	11	False	Beau	19	19
192967	26	False	192967	1	1
192457	11	False	192457	1	1
«Киви & авокадо»	3	False	«Киви & авокадо»	6	6
отбеливатель	223	False	отбеливатель	1	1
44005	329	False	44005	1	1
0741 0742	3	False	0741 0742	0	0
набор для ванной	1	False	набор для ванной	3	3
для полости рта	7	False	для полости рта	7	7
195619	17	False	195619	1	1
11646	45	False	11646	0	0
Вода спрей	1	False	Вода спрей	0	0
чашка	31	False	чашка	10	10
WSS11	6	False	WSS11	0	0
maria way	15	False	maria way	0	0
ные	1	False	ные	11	11
194772	22	False	194772	1	1
Для ногтей	34	False	Для ногтей	6	6
43044	46	False	43044	0	0
Измельчитель	38	False	Измельчитель	0	0
11706	4	False	11706	0	0
8922	51	False	8922	0	0
0228	7	False	0228	0	0
для бри	4	False	для бри	11	11
195544	23	False	195544	0	0
0570	88	False	0570	0	0
43030	307	False	43030	1	1
7.1	17	False	7.1	11	11
19350	1	False	19350	0	0
2364	304	False	2364	0	0
3004	117	False	3004	1	1
7281	3	False	7281	0	0
280302	35	False	280302	1	1
Бюстгальтер Marnie	4	False	Бюстгальтер Marnie	1	1
195391	7	False	195391	1	1
11554	10	False	11554	1	1
194874	21	False	194874	1	1
0223	4	False	0223	0	0
Набор носок	2	False	Набор носок	0	0
44214	13	False	44214	0	0
7396	90	False	7396	0	0
15374	216	False	15374	0	0
Повязка для волос	7	False	Повязка для волос	0	0
83916	3	False	83916	1	1
Шалбузова Айгюль	2	False	Шалбузова Айгюль	0	0
Пиджак	20	False	Пиджак	1	1
2327	39	False	2327	0	0
11762904	3	False	11762904	0	0
ГИДРОФИЛЬНОЕ МАСЛО	1	False	ГИДРОФИЛЬНОЕ МАСЛО	0	0
жидкие пигменты	4	False	жидкие пигменты	0	0
7425	9	False	7425	1	1
для туалета	78	False	для туалета	1	1
192021	10	False	192021	1	1
bb крем	29	False	bb крем	14	14
Для обуви	55	False	Для обуви	9	9
иллюминайзер	8	False	иллюминайзер	1	1
PS272	23	False	PS272	1	1
6217	221	False	6217	0	0
бритв	44	False	бритв	1	1
Черновики	2	False	Черновики	0	0
44016	294	False	44016	1	1
9207	149	False	9207	1	1
136w103	2	False	136w103	0	0
11461	12	False	11461	0	0
надувные матрас	1	False	надувные матрас	0	0
9631	40	False	9631	0	0
127w2201	4	False	127w2201	0	0
SN002	11	False	SN002	1	1
тальк	25	False	тальк	0	0
Оплата	67	False	Оплата	0	0
концентрат пищевой	15	False	концентрат пищевой	12	12
Ниглиже	6	False	Ниглиже	0	0
59975	10	False	59975	1	1
7182	3	False	7182	0	0
1129	12	False	1129	2	2
от моли	2	False	от моли	0	0
757108	11	False	757108	1	1
191583	7	False	191583	1	1
Когда сгорают Баллы	2	False	Когда сгорают Баллы	0	0
интимн	15	True	интимной	5	4
157w2120	15	False	157w2120	1	1
Оформление	7	False	Оформление	0	0
192082	24	False	192082	0	0
500229	7	False	500229	1	1
117W2601	49	False	117W2601	2	2
щеточка	23	False	щеточка	0	0
Для проблемной кожи	2	False	Для проблемной кожи	0	0
0571	67	False	0571	0	0
234	5	False	234	11	11
Черновик	27	False	Черновик	0	0
подмышечники	2	False	подмышечники	0	0
8721	303	False	8721	0	0
влвжные салфетки	3	True	влажные салфетки	0	10
Ремни	12	False	Ремни	0	0
167W3301	41	False	167W3301	1	1
орсэ	3	False	орсэ	8	8
