probability	fixed_query	eng_words	generated_translit
24	Антивозрастной крем для век Deoproce Whee Hyang Whitening	the history of whoo	те хистори оф вхо
15	Radiance foundation	cj lion	cж лион
15	Radiance foundation	cj lion	cй лион
44	косметика для увеличения обьема волос номер	naris cosmetics	нейрис косметикс
0	roller	naris	нейрис
0	roller	naris	нарис
0	roller	wish	виш
57	Наклейки	cleamy	клеами
57	Наклейки	naris	нейрис
18	heimish all clean balm	the face shop	те фаcе шоп
13	missha signature wrinkle full up	daeng gi meo ri	даенг ги мео ри
22	Крем для век коллагеновый Mizon Collagen Power Firming Eye Cream	village 11 factory	виллаге 11 фаcтори
22	Holika Holika Soda Pore Cleansing Пена для глубокого очищения кожи 150мл	tony moly	тони моли
60	Золото	foot	фоот
24	cell renew	cj lion	cж лион
24	cell renew	cj lion	cй лион
50	Патчи с муцином	the orchid skin	те орчид скин
50	Патчи с муцином	it s skin	ит с скин
50	Патчи с муцином	luckycosmetics	лукиcосметиcс
50	Патчи с муцином	cosmetics	цосметицс
62	плацента	planplan	планплан
0	blithe	naris	нейрис
0	blithe	naris	нарис
0	blithe	wish	виш
46	крем для век после50	welcos	велкос
40	7399	skin79	скин79
19	пенка скраб the saem natural condition scrub foam	nature republic	натуре републиc
19	пенка скраб the saem natural condition scrub foam	naris cosmetics	нарис cосметиcс
19	пенка скраб the saem natural condition scrub foam	sungbo cleamy	сунгбо cлеами
41	активатор для альгинатной маски	skin guardian	скин гуардиан
15	skin house white cristal	the history of whoo	зе хистори оф хуо
15	skin house white cristal	the history of whoo	те хистори оф вхо
15	skin house white cristal	daeng gi meo ri	даенг ги мео ри
33	skin house крем	secret key	секрет ки
59	мезотерапия	meo ri	мео ри
12	MINiATURE SET	it s	ит с
45	антивозрастные наборы	union hair	унион хаир
14	Cristal whitening plus serum	daeng gi meo ri	даенг ги мео ри
14	Cristal whitening plus serum	daeng gi meo ri	даенг джи мео ри
12	saint bamboo charcoal fresh cleansing foam	3w clinic	3в cлиниc
52	Скраб для тела	the orchid skin	те орчид скин
50	Гель для умывания	flor de man	флор де ман
38	маска для кожи вокруг глаз	wish formula	виш формула
38	маска для кожи вокруг глаз	daeng gi meo ri	даенг джи мео ри
100	Вв крем тони моли	moly	моли
100	Вв крем тони моли	tony	тони
100	Вв крем тони моли	tony moly	тони моли
48	тональный крем сс	farmstay	фармстай
55	шампуни	shary	шари
44	филлер lador	mielle	миелле
43	объем губ	beaua	беауа
50	Важные палочки	vanedo	ванедо
15	missha m perfect cover bb cream	3w clinic	3в cлиниc
41	кислородная пенка для лица	camellia	камеллиа
41	кислородная пенка для лица	skin guardian	скин гуардиан
57	климбазол	cleamy	клими
57	климбазол	sungbo cleamy	сунгбо клими
15	3626	3w clinic	3в клиник
15	3626	3w clinic	3в cлиниc
50	bb-крем	korie	корие
50	bb-крем	secret	секре
50	bb-крем	remeque	ремек
42	Устойчивый тональный крем	the history of	зе хистори оф
42	Устойчивый тональный крем	tov camellia	тов кеймеллиа
18	G9 skin	it s	ит с
42	сеточка для взбивания пены	daeng gi meo	даенг ги мео
47	розовая вода	vprove	впров
67	от морщин	moremo	моримо
0	Jigott	naris	нейрис
0	Jigott	naris	нарис
0	Jigott	wish	виш
19	шампунь уход за жирной кожей головы kerasys scalp care sebum control deep cleansing shampoo	daeng gi meo ri	даенг джи мео ри
42	Скатка a pieu	katani	катани
47	mini набор	sinabro	синабро
38	маска skinfood	de man	де маан
50	К	coop	куп
50	К	coop	коп
50	К	kose	коз
55	Алоэ	alovivi	аловиви
55	Алоэ	caolion	каолион
52	мимические морщины	mise en scene	мисе эн скене
52	карбокситерапии	kocostar	кокостар
34	Secret Key Маска для роста волос	naris cosmetics	нарис cосметиcс
9	1854	village 11 factory	виллаге 11 фаcтори
9	1854	village 11 factory	вилладж 11 фактори
38	elizavecca сыворотка	soroci	сороки
0	seantree	naris	нейрис
0	seantree	naris	нарис
0	seantree	wish	виш
57	Спрей для тела	redtera	редтера
16	cledbel ultra lift 24k gold	the face shop	те фаcе шоп
60	антивозрастная косметика	naris cosmetics	нейрис косметикс
55	Маска на нос	skin house	скин хоусе
55	Маска на нос	kose (japan)	косе йапан
18	la miso	it s	ит с
40	Сыворотка с минеральной вулканической водой the skin house volcanic whoter mineral serum	it s	ит с
55	Шампуни	shary	шари
48	фруктовые сыворотки	the history	те хистори
48	фруктовые сыворотки	soroci	сороки
13	Koelf Ruby & Bulgarian Rose Eye Patch	the face shop	те фаcе шоп
0	banana	naris	нейрис
0	banana	naris	нарис
0	banana	wish	виш
0	elmo	naris	нейрис
0	elmo	naris	нарис
0	elmo	wish	виш
20	deoproce aloe	cj lion	cж лион
20	deoproce aloe	cj lion	cй лион
22	Cosrx	face	фаcе
48	основа под тени	lion kodomo	лен кодомо
44	Японская расческа	republic	республика
0	Troiariuke	naris	нейрис
0	Troiariuke	naris	нарис
0	Troiariuke	wish	виш
18	10788	skin79	скин79
17	11542	village 11 factory	виллаге 11 фаcтори
17	11542	village 11 factory	вилладж 11 фактори
41	маска для волос lador	callicos	калликос
41	маска для волос lador	callicos	каллицос
52	Личный кабинет	graymelin	граимелин
59	для мужчин	la miso	ля мисо
59	для мужчин	de man	дэ муан
40	7293	skin79	скин79
46	от темных кругов	lion kodomo	лен кодомо
36	праймер tony moly	dime	дайме
36	праймер tony moly	proud mary	проуд мейри
11	YE DAM YUN BIT SUNSHINE SNAIL COMBO CC CREAM	3w clinic	3в cлиниc
11	YE DAM YUN BIT SUNSHINE SNAIL COMBO CC CREAM	the face shop	те фаcе шоп
54	миноксидил	mijin cosmetics	миджин косметикс
42	маска для проблемной кожи	daeng gi meo	даенг джи мео
48	Маски с улиткой	scinic	скиник
48	Маски с улиткой	s skin	с скин
50	cc крем	korie	корие
50	cc крем	secret	секре
50	cc крем	remeque	ремек
62	Наборы	sinabro	синабро
20	A'PIEU	it s	ит с
40	Jigott крем	secret key	секрет ки
14	Missha eye	it s	ит с
18	Inoface	face	фаcе
67	скатка	katani	катани
45	Патчи против мешков под глазами	gi meo ri	ги мео ри
0	EYENLIP	naris	нейрис
0	EYENLIP	naris	нарис
0	EYENLIP	wish	виш
46	маски ночные возраст от 50 и старше	the orchid skin	те орчид скин
20	7 days	it s	ит с
38	Сыворотка elizavecca	soroci	сороки
75	купон	coop	куп
0	muzon	naris	нейрис
0	muzon	naris	нарис
0	muzon	wish	виш
21	Missha magic cushion	3w clinic	3в cлиниc
0	Ianeige	naris	нейрис
0	Ianeige	naris	нарис
0	Ianeige	wish	виш
19	esthetic house	cj lion	cж лион
19	esthetic house	cj lion	cй лион
22	cp-1 bright complex	village 11 factory	виллаге 11 фаcтори
25	face shop	cj lion	cж лион
25	face shop	cj lion	cй лион
0	mini	naris	нейрис
0	mini	naris	нарис
0	mini	wish	виш
55	Энзим	zenzia	зензиа
41	питательная маска для лица	skin guardian	скин гуардиан
0	missha	naris	нейрис
0	missha	naris	нарис
0	missha	wish	виш
59	сияние кожи	scinic	ссиник
59	сияние кожи	scinic	скиник
59	сияние кожи	skineye	скиние
17	its skin collagen	village 11 factory	виллаге 11 фаcтори
17	its skin collagen	cj lion	cж лион
17	its skin collagen	cj lion	cй лион
43	Антивозрасной крем под глаза	banila co	банила ко
67	Кисточки	history	хистори
39	крем premium плацента	kose (japan)	косе йапан
39	крем premium плацента	lion kodomo	лен кодомо
41	палетка теней для глаз	daeng gi meo	даенг ги мео
50	тонер улиточный	tony moly	тони моли
36	праймер под макияж missha bb boomer	proud mary	проуд мари
50	Маска время назад	de man	де маан
44	Наклейки для век	naris cosmetics	нейрис косметикс
60	Ягодные маски	skineye	скинеые
57	вв крема	create	креате
57	вв крема	tov camellia	тов кеймеллиа
15	ac clean up daily cleansing foam	3w clinic	3в cлиниc
18	mask yellow - green	daeng gi meo ri	даенг ги мео ри
